user_id,operator_id,in_attempts,in_missed,wait_sum_all,wait_sum_answered,out_count,total_calls,internal_calls,answered_in,in_missed_rate,asa,avg_wait_in_all,internal_share,outbound_enabled
166940,897030,6,0,76,76,76,82,2,6,0.0,12.666666666666666,12.666666666666666,0.024390243902439025,True
166940,900458,1,0,9,9,28,29,0,1,0.0,9.0,9.0,0.0,True
166940,910594,0,0,0,0,28,28,0,0,,,,0.0,True
166940,972460,2,0,8,8,68,70,3,2,0.0,4.0,4.0,0.04285714285714286,True
166941,896382,41,0,505,505,396,437,4,41,0.0,12.317073170731707,12.317073170731707,0.009153318077803204,True
166941,896384,0,0,0,0,30,30,0,0,,,,0.0,True
166941,896386,0,0,0,0,76,76,0,0,,,,0.0,True
166941,896390,0,0,0,0,97,97,0,0,,,,0.0,True
166941,896708,66,0,792,792,174,240,0,66,0.0,12.0,12.0,0.0,True
166946,900742,24,0,318,318,18,42,5,24,0.0,13.25,13.25,0.11904761904761904,True
166946,900746,26,2,611,582,51,77,4,24,0.07692307692307693,24.25,23.5,0.05194805194805195,True
166955,898558,23,0,655,655,0,23,0,23,0.0,28.47826086956522,28.47826086956522,0.0,False
166955,898560,21,0,674,674,0,21,0,21,0.0,32.095238095238095,32.095238095238095,0.0,False
166958,898422,65,1,472,468,36,101,0,64,0.015384615384615385,7.3125,7.2615384615384615,0.0,True
166971,914626,0,0,0,0,1,1,0,0,,,,0.0,True
166971,914630,25,0,294,294,143,168,0,25,0.0,11.76,11.76,0.0,True
166973,901584,125,0,721,721,189,314,4,125,0.0,5.768,5.768,0.012738853503184714,True
166973,901586,44,0,342,342,96,140,1,44,0.0,7.7727272727272725,7.7727272727272725,0.007142857142857143,True
166973,901588,31,0,180,180,60,91,1,31,0.0,5.806451612903226,5.806451612903226,0.01098901098901099,True
166974,900352,210,3,3602,3557,348,558,0,207,0.014285714285714285,17.183574879227052,17.152380952380952,0.0,True
166974,900354,174,4,2999,2948,534,708,0,170,0.022988505747126436,17.341176470588234,17.235632183908045,0.0,True
166975,899268,32,2,666,626,0,32,0,30,0.0625,20.866666666666667,20.8125,0.0,False
166975,899892,3,0,95,95,0,3,0,3,0.0,31.666666666666668,31.666666666666668,0.0,False
166975,899898,2,0,50,50,0,2,0,2,0.0,25.0,25.0,0.0,False
166975,899900,3,0,187,187,0,3,1,3,0.0,62.333333333333336,62.333333333333336,0.3333333333333333,False
166975,899906,1,0,19,19,0,1,0,1,0.0,19.0,19.0,0.0,False
166975,899912,1,0,19,19,0,1,0,1,0.0,19.0,19.0,0.0,False
166983,901880,2064,11,10768,10679,2591,4655,53,2053,0.005329457364341085,5.201656113005358,5.217054263565892,0.011385606874328678,True
166983,901884,614,1,8266,8259,2232,2846,130,613,0.0016286644951140066,13.473083197389887,13.462540716612377,0.04567814476458187,True
166983,901886,150,0,2880,2880,1636,1786,9,150,0.0,19.2,19.2,0.005039193729003359,True
166983,901894,30,0,742,742,0,30,0,30,0.0,24.733333333333334,24.733333333333334,0.0,False
166983,909134,215,1,7623,7581,6,221,1,214,0.004651162790697674,35.425233644859816,35.455813953488374,0.004524886877828055,True
166985,904284,49,0,771,771,0,49,0,49,0.0,15.73469387755102,15.73469387755102,0.0,False
166993,901178,329,0,2937,2937,29,358,10,329,0.0,8.927051671732523,8.927051671732523,0.027932960893854747,True
166997,903312,146,2,2582,2547,53,199,5,144,0.0136986301369863,17.6875,17.684931506849313,0.02512562814070352,True
166997,903318,314,3,2863,2844,1332,1646,53,311,0.009554140127388535,9.144694533762058,9.117834394904458,0.03219927095990279,True
166997,905430,114,1,777,765,835,949,2,113,0.008771929824561403,6.769911504424779,6.815789473684211,0.002107481559536354,True
166997,905432,12,0,64,64,959,971,0,12,0.0,5.333333333333333,5.333333333333333,0.0,True
166997,909502,0,0,0,0,865,865,1,0,,,,0.0011560693641618498,True
166997,914036,0,0,0,0,35,35,1,0,,,,0.02857142857142857,True
167002,900492,18,1,262,235,258,276,0,17,0.05555555555555555,13.823529411764707,14.555555555555555,0.0,True
167003,901492,39,0,941,941,3,42,0,39,0.0,24.128205128205128,24.128205128205128,0.0,True
167003,901498,5,0,265,265,0,5,0,5,0.0,53.0,53.0,0.0,False
167004,900826,99,0,1059,1059,549,648,0,99,0.0,10.696969696969697,10.696969696969697,0.0,True
167009,898414,32,1,334,328,59,91,0,31,0.03125,10.580645161290322,10.4375,0.0,True
167009,898902,0,0,0,0,22,22,0,0,,,,0.0,True
167009,898906,20,0,233,233,127,147,1,20,0.0,11.65,11.65,0.006802721088435374,True
167009,898920,13,0,194,194,66,79,0,13,0.0,14.923076923076923,14.923076923076923,0.0,True
167011,899788,0,0,0,0,655,655,3,0,,,,0.004580152671755725,True
167011,899790,0,0,0,0,731,731,0,0,,,,0.0,True
167011,899932,0,0,0,0,779,779,5,0,,,,0.006418485237483954,True
167011,899964,0,0,0,0,470,470,1,0,,,,0.002127659574468085,True
167011,899968,0,0,0,0,407,407,2,0,,,,0.004914004914004914,True
167011,899972,0,0,0,0,195,195,5,0,,,,0.02564102564102564,True
167012,898434,0,0,0,0,10,10,3,0,,,,0.3,True
167012,899076,0,0,0,0,2,2,1,0,,,,0.5,True
167016,916424,493,3,5008,4982,143,636,45,490,0.006085192697768763,10.16734693877551,10.158215010141987,0.07075471698113207,True
167016,962658,376,0,3035,3035,371,747,49,376,0.0,8.071808510638299,8.071808510638299,0.06559571619812583,True
167016,962902,244,0,1732,1732,458,702,45,244,0.0,7.098360655737705,7.098360655737705,0.0641025641025641,True
167016,962904,0,0,0,0,2,2,0,0,,,,0.0,True
167031,910516,35,0,783,783,0,35,0,35,0.0,22.37142857142857,22.37142857142857,0.0,False
167031,910520,0,0,0,0,227,227,0,0,,,,0.0,True
167031,910524,0,0,0,0,85,85,1,0,,,,0.011764705882352941,True
167031,910530,0,0,0,0,1077,1077,0,0,,,,0.0,True
167031,910532,0,0,0,0,214,214,0,0,,,,0.0,True
167035,923526,1017,2,7866,7851,2037,3054,0,1015,0.0019665683382497543,7.7349753694581285,7.734513274336283,0.0,True
167035,923528,126,2,3023,2951,676,802,1,124,0.015873015873015872,23.798387096774192,23.99206349206349,0.0012468827930174563,True
167052,904038,498,2,4354,4239,231,729,1,496,0.004016064257028112,8.546370967741936,8.742971887550201,0.0013717421124828531,True
167052,904044,117,1,2165,2161,27,144,0,116,0.008547008547008548,18.629310344827587,18.504273504273506,0.0,True
167053,903292,43,0,606,606,303,346,0,43,0.0,14.093023255813954,14.093023255813954,0.0,True
167059,911102,36,3,1075,998,0,36,0,33,0.08333333333333333,30.242424242424242,29.86111111111111,0.0,False
167059,911104,1,0,13,13,0,1,0,1,0.0,13.0,13.0,0.0,False
167059,911136,240,1,4766,4746,0,240,0,239,0.004166666666666667,19.85774058577406,19.858333333333334,0.0,False
167059,911138,316,4,6192,6122,0,316,0,312,0.012658227848101266,19.621794871794872,19.59493670886076,0.0,False
167059,911140,75,2,1965,1923,0,75,0,73,0.02666666666666667,26.34246575342466,26.2,0.0,False
167059,911142,26,3,1186,1087,0,26,0,23,0.11538461538461539,47.26086956521739,45.61538461538461,0.0,False
167059,911152,2,0,43,43,0,2,0,2,0.0,21.5,21.5,0.0,False
167060,930908,38,0,215,215,42,80,6,38,0.0,5.657894736842105,5.657894736842105,0.075,True
167060,930910,1,0,5,5,13,14,1,1,0.0,5.0,5.0,0.07142857142857142,True
167060,930912,0,0,0,0,246,246,4,0,,,,0.016260162601626018,True
167060,930914,0,0,0,0,329,329,7,0,,,,0.02127659574468085,True
167061,901034,13,0,159,159,12,25,1,13,0.0,12.23076923076923,12.23076923076923,0.04,True
167061,901038,5,0,114,114,33,38,10,5,0.0,22.8,22.8,0.2631578947368421,True
167071,913938,5221,15,44944,44776,436,5657,2,5206,0.002873012832790653,8.60084517864003,8.608312583796208,0.00035354428142124803,True
167071,913942,2641,55,31577,30766,468,3109,14,2586,0.020825444907232107,11.897138437741686,11.956455887921242,0.004503055644901898,True
167078,900592,285,0,1922,1922,121,406,6,285,0.0,6.743859649122807,6.743859649122807,0.014778325123152709,True
167078,935348,176,1,1329,1318,187,363,4,175,0.005681818181818182,7.531428571428571,7.551136363636363,0.011019283746556474,True
167078,956480,90,0,1292,1292,0,90,0,90,0.0,14.355555555555556,14.355555555555556,0.0,False
167078,956484,15,0,313,313,0,15,0,15,0.0,20.866666666666667,20.866666666666667,0.0,False
167078,963716,0,0,0,0,1,1,0,0,,,,0.0,True
167079,904058,19,0,311,311,0,19,0,19,0.0,16.36842105263158,16.36842105263158,0.0,False
167082,900788,131,1,855,850,93,224,0,130,0.007633587786259542,6.538461538461538,6.526717557251908,0.0,True
167082,900790,44,0,371,371,61,105,0,44,0.0,8.431818181818182,8.431818181818182,0.0,True
167082,900792,1,0,34,34,8,9,2,1,0.0,34.0,34.0,0.2222222222222222,True
167082,920982,61,0,1516,1516,0,61,0,61,0.0,24.852459016393443,24.852459016393443,0.0,False
167082,922356,22,0,575,575,0,22,0,22,0.0,26.136363636363637,26.136363636363637,0.0,False
167102,902906,49,0,846,846,0,49,0,49,0.0,17.26530612244898,17.26530612244898,0.0,False
167102,902910,31,1,818,789,0,31,0,30,0.03225806451612903,26.3,26.387096774193548,0.0,False
167109,906294,323,2,1525,1515,309,632,185,321,0.006191950464396285,4.719626168224299,4.7213622291021675,0.2927215189873418,True
167109,906296,6,0,96,96,230,236,185,6,0.0,16.0,16.0,0.7838983050847458,True
167109,907178,5,0,118,118,209,214,54,5,0.0,23.6,23.6,0.2523364485981308,True
167109,907180,0,0,0,0,87,87,39,0,,,,0.4482758620689655,True
167109,907182,72,0,767,767,267,339,253,72,0.0,10.652777777777779,10.652777777777779,0.7463126843657817,True
167109,907224,51,0,1176,1176,336,387,67,51,0.0,23.058823529411764,23.058823529411764,0.1731266149870801,True
167109,909910,0,0,0,0,344,344,105,0,,,,0.30523255813953487,True
167110,907998,0,0,0,0,2,2,0,0,,,,0.0,True
167110,908002,8,0,140,140,16,24,0,8,0.0,17.5,17.5,0.0,True
167112,904014,46,0,585,585,1429,1475,2,46,0.0,12.717391304347826,12.717391304347826,0.0013559322033898306,True
167112,904016,55,2,1045,994,5120,5175,5,53,0.03636363636363636,18.754716981132077,19.0,0.000966183574879227,True
167112,933452,0,0,0,0,4,4,0,0,,,,0.0,True
167112,942174,0,0,0,0,6,6,0,0,,,,0.0,True
167112,951648,0,0,0,0,161,161,0,0,,,,0.0,True
167112,951650,2,0,90,90,10,12,0,2,0.0,45.0,45.0,0.0,True
167113,902238,1,0,8,8,1,2,0,1,0.0,8.0,8.0,0.0,True
167122,909308,0,0,0,0,15,15,0,0,,,,0.0,True
167124,901992,13,0,104,104,817,830,0,13,0.0,8.0,8.0,0.0,True
167124,901996,3,0,43,43,26,29,2,3,0.0,14.333333333333334,14.333333333333334,0.06896551724137931,True
167125,902742,0,0,0,0,1232,1232,5,0,,,,0.004058441558441558,True
167125,902744,0,0,0,0,3457,3457,35,0,,,,0.0101243853051779,True
167125,902746,0,0,0,0,2748,2748,25,0,,,,0.009097525473071324,True
167125,902748,0,0,0,0,2831,2831,10,0,,,,0.0035323207347227126,True
167125,902774,0,0,0,0,1126,1126,10,0,,,,0.008880994671403197,True
167125,902776,0,0,0,0,1824,1824,19,0,,,,0.010416666666666666,True
167125,902778,0,0,0,0,1327,1327,16,0,,,,0.012057272042200452,True
167125,902782,0,0,0,0,1473,1473,11,0,,,,0.00746775288526816,True
167130,902608,14,0,141,141,219,233,13,14,0.0,10.071428571428571,10.071428571428571,0.055793991416309016,True
167139,950640,1,0,9,9,0,1,0,1,0.0,9.0,9.0,0.0,False
167141,905870,151,0,1750,1750,614,765,0,151,0.0,11.589403973509933,11.589403973509933,0.0,True
167144,903974,11,0,185,185,0,11,0,11,0.0,16.818181818181817,16.818181818181817,0.0,False
167144,903976,5,0,42,42,0,5,0,5,0.0,8.4,8.4,0.0,False
167144,903978,8,0,76,76,10,18,9,8,0.0,9.5,9.5,0.5,True
167144,905082,4,0,68,68,0,4,0,4,0.0,17.0,17.0,0.0,False
167150,905538,264,2,4673,4637,3579,3843,250,262,0.007575757575757576,17.698473282442748,17.700757575757574,0.06505334374186833,True
167150,905542,129,3,2344,2300,2173,2302,136,126,0.023255813953488372,18.253968253968253,18.170542635658915,0.059079061685490875,True
167150,905564,58,1,1432,1408,758,816,199,57,0.017241379310344827,24.70175438596491,24.689655172413794,0.24387254901960784,True
167150,905566,47,2,797,759,910,957,330,45,0.0425531914893617,16.866666666666667,16.95744680851064,0.3448275862068966,True
167150,905570,0,0,0,0,102,102,99,0,,,,0.9705882352941176,True
167150,905574,5,0,52,52,474,479,383,5,0.0,10.4,10.4,0.7995824634655533,True
167150,928092,5,0,236,236,0,5,0,5,0.0,47.2,47.2,0.0,False
167158,907502,263,2,5267,5220,0,263,0,261,0.0076045627376425855,20.0,20.026615969581748,0.0,False
167162,905300,29,6,650,508,0,29,0,23,0.20689655172413793,22.08695652173913,22.413793103448278,0.0,False
167172,904200,8,0,174,174,12,20,2,8,0.0,21.75,21.75,0.1,True
167172,904202,9,0,90,90,246,255,5,9,0.0,10.0,10.0,0.0196078431372549,True
167172,904204,5,0,161,161,59,64,15,5,0.0,32.2,32.2,0.234375,True
167172,926490,11,1,246,226,144,155,9,10,0.09090909090909091,22.6,22.363636363636363,0.05806451612903226,True
167172,929228,1,0,24,24,91,92,4,1,0.0,24.0,24.0,0.043478260869565216,True
167172,943818,1,0,5,5,26,27,2,1,0.0,5.0,5.0,0.07407407407407407,True
167175,905840,0,0,0,0,7,7,0,0,,,,0.0,True
167175,905842,2,0,231,231,1251,1253,0,2,0.0,115.5,115.5,0.0,True
167175,905844,18,0,227,227,1128,1146,0,18,0.0,12.61111111111111,12.61111111111111,0.0,True
167175,938842,0,0,0,0,113,113,0,0,,,,0.0,True
167176,904344,7,6,93,17,5,12,5,1,0.8571428571428571,17.0,13.285714285714286,0.4166666666666667,True
167176,904372,4,0,93,93,0,4,0,4,0.0,23.25,23.25,0.0,False
167176,905104,326,8,5607,5472,210,536,64,318,0.024539877300613498,17.20754716981132,17.199386503067483,0.11940298507462686,True
167176,905308,0,0,0,0,3,3,3,0,,,,1.0,True
167176,905470,0,0,0,0,3,3,3,0,,,,1.0,True
167176,905472,2,0,42,42,9,11,9,2,0.0,21.0,21.0,0.8181818181818182,True
167176,905478,1,0,36,36,0,1,0,1,0.0,36.0,36.0,0.0,False
167176,905480,0,0,0,0,1,1,1,0,,,,1.0,True
167176,907504,5,0,109,109,25,30,24,5,0.0,21.8,21.8,0.8,True
167176,907952,51,2,1047,1008,194,245,194,49,0.0392156862745098,20.571428571428573,20.529411764705884,0.7918367346938775,True
167176,907964,19,0,308,308,62,81,54,19,0.0,16.210526315789473,16.210526315789473,0.6666666666666666,True
167176,907970,18,0,315,315,172,190,171,18,0.0,17.5,17.5,0.9,True
167176,907982,76,1,1624,1608,89,165,83,75,0.013157894736842105,21.44,21.36842105263158,0.503030303030303,True
167176,907986,1,0,20,20,501,502,501,1,0.0,20.0,20.0,0.99800796812749,True
167176,907994,42,0,770,770,122,164,122,42,0.0,18.333333333333332,18.333333333333332,0.7439024390243902,True
167180,905930,80,0,499,499,407,487,28,80,0.0,6.2375,6.2375,0.057494866529774126,True
167180,905932,39,0,314,314,359,398,20,39,0.0,8.051282051282051,8.051282051282051,0.05025125628140704,True
167180,905934,1,0,9,9,21,22,4,1,0.0,9.0,9.0,0.18181818181818182,True
167183,932246,0,0,0,0,1,1,0,0,,,,0.0,True
167183,932292,6,0,88,88,109,115,0,6,0.0,14.666666666666666,14.666666666666666,0.0,True
167183,932304,2,0,40,40,56,58,1,2,0.0,20.0,20.0,0.017241379310344827,True
167185,912296,176,3,2032,1996,511,687,0,173,0.017045454545454544,11.53757225433526,11.545454545454545,0.0,True
167185,917680,2,0,200,200,43,45,0,2,0.0,100.0,100.0,0.0,True
167185,917682,0,0,0,0,7,7,0,0,,,,0.0,True
167188,907618,1,0,35,35,0,1,0,1,0.0,35.0,35.0,0.0,False
167188,908098,9,0,240,240,0,9,0,9,0.0,26.666666666666668,26.666666666666668,0.0,False
167188,908130,3,0,85,85,0,3,1,3,0.0,28.333333333333332,28.333333333333332,0.3333333333333333,False
167188,908152,15,0,600,600,0,15,1,15,0.0,40.0,40.0,0.06666666666666667,False
167188,908162,3,0,159,159,0,3,0,3,0.0,53.0,53.0,0.0,False
167188,908180,1,0,15,15,0,1,1,1,0.0,15.0,15.0,1.0,False
167188,908300,5,0,281,281,0,5,4,5,0.0,56.2,56.2,0.8,False
167188,909392,5,0,130,130,0,5,0,5,0.0,26.0,26.0,0.0,False
167188,914238,0,0,0,0,374,374,8,0,,,,0.0213903743315508,True
167188,914338,0,0,0,0,48,48,7,0,,,,0.14583333333333334,True
167188,914348,0,0,0,0,9,9,0,0,,,,0.0,True
167188,923646,2,0,38,38,0,2,2,2,0.0,19.0,19.0,1.0,False
167188,957022,0,0,0,0,21,21,12,0,,,,0.5714285714285714,True
167188,962168,4,0,69,69,0,4,1,4,0.0,17.25,17.25,0.25,False
167188,964716,0,0,0,0,326,326,6,0,,,,0.018404907975460124,True
167189,906070,361,2,13653,13545,89,450,0,359,0.00554016620498615,37.729805013927574,37.81994459833795,0.0,True
167189,906076,24,0,1223,1223,1,25,0,24,0.0,50.958333333333336,50.958333333333336,0.0,True
167199,911310,418,3,5668,5385,107,525,4,415,0.007177033492822967,12.975903614457831,13.559808612440191,0.007619047619047619,True
167200,905862,112,15,1270,1254,1,113,0,97,0.13392857142857142,12.927835051546392,11.339285714285714,0.0,True
167235,913788,831,2,13353,13233,1029,1860,0,829,0.0024067388688327317,15.962605548854041,16.068592057761734,0.0,True
167238,949420,5,0,4,4,1,6,0,5,0.0,0.8,0.8,0.0,True
167242,911214,2,0,36,36,0,2,0,2,0.0,18.0,18.0,0.0,False
167244,909892,4,0,42,42,4,8,0,4,0.0,10.5,10.5,0.0,True
167244,909894,1,0,13,13,0,1,0,1,0.0,13.0,13.0,0.0,False
167244,909896,1,0,9,9,0,1,0,1,0.0,9.0,9.0,0.0,False
167246,908078,46,0,785,785,69,115,0,46,0.0,17.065217391304348,17.065217391304348,0.0,True
167246,908080,7,0,102,102,1,8,1,7,0.0,14.571428571428571,14.571428571428571,0.125,True
167246,908082,31,0,330,330,20,51,1,31,0.0,10.64516129032258,10.64516129032258,0.0196078431372549,True
167250,913984,1,0,17,17,11,12,10,1,0.0,17.0,17.0,0.8333333333333334,True
167250,929542,0,0,0,0,2,2,2,0,,,,1.0,True
167250,929544,0,0,0,0,66,66,0,0,,,,0.0,True
167263,907972,6,0,78,78,8,14,1,6,0.0,13.0,13.0,0.07142857142857142,True
167263,907974,3,0,29,29,0,3,0,3,0.0,9.666666666666666,9.666666666666666,0.0,False
167264,919552,1239,1,42315,42261,70,1309,3,1238,0.0008071025020177562,34.13651050080775,34.152542372881356,0.002291825821237586,True
167264,919554,1346,11,43525,43133,14,1360,3,1335,0.008172362555720654,32.309363295880146,32.33655274888559,0.0022058823529411764,True
167272,910018,133,0,3197,3197,0,133,4,133,0.0,24.037593984962406,24.037593984962406,0.03007518796992481,False
167272,912684,28,1,1010,950,0,28,3,27,0.03571428571428571,35.18518518518518,36.07142857142857,0.10714285714285714,False
167275,919536,2,0,18,18,13,15,0,2,0.0,9.0,9.0,0.0,True
167275,946020,1,0,3,3,0,1,0,1,0.0,3.0,3.0,0.0,False
167275,946032,1,0,8,8,0,1,0,1,0.0,8.0,8.0,0.0,False
167275,967310,1,0,8,8,58,59,8,1,0.0,8.0,8.0,0.13559322033898305,True
167277,910224,11,0,153,153,0,11,0,11,0.0,13.909090909090908,13.909090909090908,0.0,False
167285,908640,0,0,0,0,16699,16699,7,0,,,,0.0004191867776513564,True
167286,909768,14,0,588,588,0,14,0,14,0.0,42.0,42.0,0.0,False
167286,910540,169,1,3540,3526,0,169,0,168,0.005917159763313609,20.988095238095237,20.94674556213018,0.0,False
167288,908718,0,0,0,0,3,3,1,0,,,,0.3333333333333333,True
167338,912252,42,0,665,665,269,311,0,42,0.0,15.833333333333334,15.833333333333334,0.0,True
167359,912722,175,0,1044,1044,432,607,191,175,0.0,5.965714285714285,5.965714285714285,0.31466227347611203,True
167359,915358,0,0,0,0,277,277,266,0,,,,0.9602888086642599,True
167359,915360,0,0,0,0,287,287,169,0,,,,0.5888501742160279,True
167359,918452,0,0,0,0,327,327,188,0,,,,0.5749235474006116,True
167359,920146,0,0,0,0,90,90,31,0,,,,0.34444444444444444,True
167359,921316,0,0,0,0,87,87,51,0,,,,0.5862068965517241,True
167359,924356,0,0,0,0,268,268,219,0,,,,0.8171641791044776,True
167359,924370,0,0,0,0,16,16,13,0,,,,0.8125,True
167364,924572,0,0,0,0,1,1,0,0,,,,0.0,True
167397,927142,4,0,15,15,3,7,0,4,0.0,3.75,3.75,0.0,True
167402,912010,146,2,2664,2615,0,146,2,144,0.0136986301369863,18.15972222222222,18.246575342465754,0.0136986301369863,False
167412,914440,30,1,573,556,1,31,3,29,0.03333333333333333,19.17241379310345,19.1,0.0967741935483871,True
167412,954290,12,0,232,232,0,12,1,12,0.0,19.333333333333332,19.333333333333332,0.08333333333333333,False
167412,965942,4,0,51,51,0,4,2,4,0.0,12.75,12.75,0.5,False
167436,914256,25,0,383,383,1,26,0,25,0.0,15.32,15.32,0.0,True
167436,914266,0,0,0,0,5,5,2,0,,,,0.4,True
167436,914272,0,0,0,0,1,1,0,0,,,,0.0,True
167436,939886,0,0,0,0,311,311,13,0,,,,0.04180064308681672,True
167436,961552,3,0,104,104,17,20,13,3,0.0,34.666666666666664,34.666666666666664,0.65,True
167445,920706,81,6,1918,1808,171,252,22,75,0.07407407407407407,24.106666666666666,23.679012345679013,0.0873015873015873,True
167445,920720,137,0,2305,2305,210,347,3,137,0.0,16.824817518248175,16.824817518248175,0.008645533141210375,True
167445,920726,59,2,875,817,61,120,1,57,0.03389830508474576,14.333333333333334,14.830508474576272,0.008333333333333333,True
167445,920728,204,4,3285,3179,108,312,22,200,0.0196078431372549,15.895,16.102941176470587,0.07051282051282051,True
167445,920732,120,0,1690,1690,175,295,4,120,0.0,14.083333333333334,14.083333333333334,0.013559322033898305,True
167445,920838,67,0,782,782,189,256,2,67,0.0,11.671641791044776,11.671641791044776,0.0078125,True
167445,920852,197,3,2157,2096,308,505,1,194,0.015228426395939087,10.804123711340207,10.949238578680204,0.0019801980198019802,True
167445,920902,59,1,2793,2742,21,80,0,58,0.01694915254237288,47.275862068965516,47.33898305084746,0.0,True
167445,921062,120,0,1330,1330,8,128,3,120,0.0,11.083333333333334,11.083333333333334,0.0234375,True
167445,935956,2,0,105,105,1,3,0,2,0.0,52.5,52.5,0.0,True
167445,943066,100,0,1296,1296,193,293,0,100,0.0,12.96,12.96,0.0,True
167451,914168,1,0,11,11,10,11,0,1,0.0,11.0,11.0,0.0,True
167451,914170,15,0,177,177,4,19,0,15,0.0,11.8,11.8,0.0,True
167451,914172,12,0,138,138,0,12,0,12,0.0,11.5,11.5,0.0,False
167451,951290,1,0,17,17,20,21,0,1,0.0,17.0,17.0,0.0,True
167455,918390,0,0,0,0,262,262,0,0,,,,0.0,True
167456,921102,13,0,264,264,17,30,11,13,0.0,20.307692307692307,20.307692307692307,0.36666666666666664,True
167456,921104,6,0,123,123,9,15,6,6,0.0,20.5,20.5,0.4,True
167466,921814,52,4,354,334,48,100,6,48,0.07692307692307693,6.958333333333333,6.8076923076923075,0.06,True
167466,921818,2004,11,20869,20696,2306,4310,19,1993,0.0054890219560878245,10.384345208228801,10.413672654690618,0.004408352668213457,True
167471,944644,30,0,727,727,147,177,9,30,0.0,24.233333333333334,24.233333333333334,0.05084745762711865,True
167471,944646,280,1,2857,2847,368,648,5,279,0.0035714285714285713,10.204301075268818,10.20357142857143,0.007716049382716049,True
167471,944648,5,0,198,198,47,52,31,5,0.0,39.6,39.6,0.5961538461538461,True
167471,952656,4,0,30,30,41,45,13,4,0.0,7.5,7.5,0.28888888888888886,True
167474,913780,5,0,89,89,0,5,0,5,0.0,17.8,17.8,0.0,False
